Practice_ID,Practice_Name,Practice_Type,Quarter,Year,Visit_Volume,Avg_Wait_Time_Min,Patient_Satisfaction_Score,No_Show_Rate,Followup_Adherence_Rate,Staff_to_Patient_Ratio,Provider_Productivity,A1C_Screening_Compliance,Total_Providers_FTE,Total_Staff_FTE,Unique_Patients_Seen
PRAC36051,Sanchez-Fleming,Specialty,Q4,2021,3120.0,26.645200018482782,3.361063348103603,0.3022874767759586,0.882781707635714,0.1201923076923077,17.284969117015553,,5.0,15.0,2423.0
PRAC7363,"Cooley, Ryan and Johnson",Primary Care,Q3,2023,1217.0,44.6144335463071,2.4666434787798264,0.04266703474001302,0.9342011085122509,0.12684989429175475,18.273356014442438,0.7063201847893845,2.0,8.0,1280.0
PRAC62562,Andersen-Gilbert,Specialty,Q1,2023,3636.0,19.053682097450896,4.010317629223348,0.11164297908759144,0.5406029239566988,0.17346053772766695,26.219093257008247,0.6952556642669897,5.0,,2433.0
PRAC7729,"Williams, Reeves and Bailey",Specialty,Q3,2023,3160.0,48.02813298089823,1.4679454484987566,0.16787706948440934,0.7098824791805431,0.14018691588785046,14.66399564566903,0.8396512341627169,5.0,15.0,2631.0
PRAC19427,Dyer LLC,Primary Care,Q3,2022,4341.0,,2.1376399131000072,0.12644981599090002,0.49446033886160073,0.014716703458425313,14.95125570012208,0.6704892301153789,1.0,,3105.0
PRAC62562,Andersen-Gilbert,Specialty,Q1,2022,3082.0,31.469277746240742,4.757832132948833,0.2477841397108476,0.6096844545364433,0.21857923497267762,26.41599569320595,0.8771577440879942,7.0,28.0,2859.0
PRAC44924,"Mccullough, Gould and Ingram",Primary Care,Q2,2021,791.0,49.06805579177052,3.1770576925211262,0.31679456616868573,0.6517437844444602,0.4229607250755287,,0.9027759993329091,7.0,14.0,861.0
PRAC70694,Riley-Williams,Specialty,Q1,2022,3680.0,40.20536141247955,3.3284923151736914,0.05918430769990843,0.640027921231405,0.17827665896335423,21.435296232325914,0.9484213358989014,6.0,18.0,2431.0
PRAC19427,Dyer LLC,Primary Care,Q2,2022,1001.0,52.573234085430755,3.2077114345536937,0.23770824205483987,0.7668513037100813,0.31077348066298344,19.56993442078544,0.6833635247901954,5.0,15.0,1023.0
PRAC76884,Phillips Inc,Specialty,Q2,2021,528.0,42.57304198337059,2.74403341979715,0.023290715521524622,0.6388101481953975,0.5487804878048781,,0.861393882439109,4.0,12.0,428.0
PRAC62134,Allen LLC,Primary Care,Q3,2023,1745.0,39.51206216005138,2.87787647955758,0.1362673538777783,0.7776349233990558,0.1259328358208955,16.438091686528104,,3.0,9.0,1665.0
PRAC75574,"Snyder, Peters and Carter",Primary Care,Q4,2022,3455.0,34.99178126367965,2.1880926321651444,0.0638068289858143,0.8090699523983731,0.05180228793438377,16.403237676232408,0.6665995434528649,2.0,8.0,2904.0
PRAC44924,"Mccullough, Gould and Ingram",Primary Care,Q1,2023,5259.0,37.2422781819186,2.2119181595963595,0.2052177798073293,0.7065044524651904,0.024091547881951416,14.037620143726034,0.5550669139879452,1.0,4.0,3817.0
PRAC38934,"Banks, Chapman and Johnson",Specialty,Q1,2022,5138.0,36.1526821994822,3.809927544088191,0.31562270214423815,0.8464440252128237,0.12064343163538875,19.26463580614116,0.9293585331477348,9.0,18.0,2999.0
PRAC78120,Smith PLC,Primary Care,Q2,2021,2929.0,38.62359241678763,3.8631612819861143,0.05115103661475067,0.5715700853480203,0.18733273862622657,20.058440248481812,0.8013412844766274,7.0,28.0,3096.0
PRAC76884,Phillips Inc,Specialty,Q4,2022,486.0,33.30357459697693,2.4641197854556243,0.10267473631926169,0.8208264204134434,,20.44658968161624,0.7807330188014643,2.0,4.0,380.0
PRAC78120,Smith PLC,Primary Care,Q3,2022,3310.0,32.97025138077558,2.677156004741957,0.1550783428016348,0.7165456945570573,0.10294117647058823,,0.8996237735979182,,14.0,3155.0
PRAC7729,"Williams, Reeves and Bailey",Specialty,Q4,2023,3736.0,49.82051376542608,2.2369778953281814,0.12348104638816806,0.8617020409907002,0.08135593220338982,20.01795686763819,0.8482349935492111,6.0,12.0,3356.0
PRAC92501,Farmer-Watson,Specialty,Q1,2023,4295.0,,3.8625931892920784,,0.8321069163780407,0.015015015015015017,22.885199276392097,0.8550748162620265,1.0,2.0,
PRAC11464,Miles PLC,Primary Care,Q2,2022,,47.83807107641848,3.79455459486617,0.06527818510942923,0.6310135600034533,0.08603383997705764,22.812681251247433,0.8653657352155575,5.0,10.0,2551.0
PRAC19427,Dyer LLC,Primary Care,Q4,2022,545.0,29.818739374648864,1.9102192309585708,0.198733006721428,,0.3409090909090909,24.668012023261184,0.7286921537710472,2.0,6.0,407.0
PRAC44924,"Mccullough, Gould and Ingram",Primary Care,Q1,2023,4098.0,46.31549728935214,2.919490734722576,0.1254249903437775,0.5451426790896858,0.08171912832929781,24.86507051326238,,3.0,9.0,2493.0
PRAC62562,Andersen-Gilbert,Specialty,Q3,2023,2392.0,48.75930760727779,2.2730397853655333,0.41113433765995844,0.6409813588946833,0.12121212121212122,11.216113328291929,0.7831939564344984,5.0,10.0,2214.0
PRAC7363,"Cooley, Ryan and Johnson",Primary Care,Q2,2022,986.0,47.43122913493691,2.732756983842824,0.2169941029230124,0.5715212928725397,0.15113350125944583,18.37394323367221,0.9246962367530601,2.0,,952.0
PRAC91279,"Khan, Hernandez and Horn",Hospital,Q1,2022,,30.314299274674752,2.9538894206231063,0.15120189665877687,0.711309913694698,0.082930200414651,19.126993392931688,0.7676977916806669,3.0,12.0,3154.0
PRAC62562,Andersen-Gilbert,Specialty,Q1,2022,1679.0,31.219482625967466,2.9313364678856177,0.1336226086212224,0.6424779424020463,0.29227557411273486,24.5370526038854,0.8213918613995055,,14.0,1107.0
PRAC91279,"Khan, Hernandez and Horn",Hospital,Q3,2022,2097.0,58.898365397012384,2.7497833873058712,0.10672173057973909,0.7009704325814173,0.21709633649932156,9.871084700427076,0.893389053480257,4.0,16.0,1928.0
PRAC62562,Andersen-Gilbert,Specialty,Q1,2023,5342.0,37.43679291999859,2.885799490672017,0.050258223328408125,,0.01386321626617375,25.300891393987857,0.9437713935016827,1.0,2.0,3747.0
PRAC75574,"Snyder, Peters and Carter",Primary Care,Q3,2021,2501.0,57.585507443582976,,0.15799058831044102,0.4418233938982538,0.283273381294964,28.668311809130927,0.9070409805592619,7.0,21.0,1564.0
PRAC70694,Riley-Williams,Specialty,Q1,2021,6326.0,42.80439276382001,2.8821778404933163,0.21243043459204775,,0.04930156121610517,14.875807905224576,0.9223661484749005,2.0,8.0,4189.0
PRAC75574,"Snyder, Peters and Carter",Primary Care,Q2,2021,4607.0,38.22075874797662,3.6144927852052744,0.23798889405732135,0.7699354838115129,0.12925463162429987,14.825005794224875,0.7020435967151077,5.0,20.0,2801.0
PRAC92501,Farmer-Watson,Specialty,Q3,2023,1357.0,30.633841427554323,3.718853470530772,,0.8973728820194162,0.11450381679389314,14.777417417882155,0.8656149235754843,4.0,8.0,1407.0
PRAC76884,Phillips Inc,Specialty,Q1,2023,2114.0,56.70151403896433,2.298151377316708,0.03951595331439035,,0.13087736306349976,17.770886423583775,0.8057732650691349,3.0,9.0,1672.0
PRAC19427,Dyer LLC,Primary Care,Q2,2021,873.0,56.75494438070224,2.732283089883695,,0.95,0.32214765100671144,16.527401526001363,0.9683165119883109,2.0,8.0,492.0
PRAC70694,Riley-Williams,Specialty,Q1,2022,1165.0,44.86825356048441,2.153734909768546,0.10120071893000492,0.923993007810167,0.2931596091205212,26.017888414019,0.9215863567585494,4.0,12.0,948.0
PRAC76884,Phillips Inc,Specialty,Q1,2023,2853.0,47.15975536421247,2.4515765985047717,0.08299143808871726,,0.10141987829614606,13.348738608781169,0.8521835089894148,5.0,10.0,1859.0
PRAC86111,Snyder-Vang,Specialty,Q1,2021,2470.0,43.396537953151906,3.4606713698694986,0.12213763062350387,0.8386863267027773,0.24810475534114404,23.46117759903425,0.8272750231610093,6.0,24.0,2017.0
PRAC19427,Dyer LLC,Primary Care,Q4,2022,1410.0,38.087974311769585,3.400312080246153,0.05283082440791172,0.6533625348712498,0.16326530612244897,28.25109624257425,0.9542393840175064,4.0,8.0,1271.0
PRAC19427,Dyer LLC,Primary Care,Q3,2023,1817.0,54.09548390888519,2.081284127589956,0.3435548692760608,0.5046111024591432,0.09564293304994687,21.553775227699678,0.9347881212617247,3.0,9.0,2509.0
PRAC62134,Allen LLC,Primary Care,Q2,2021,2293.0,26.34154424592525,4.405220194911362,0.07575121294612654,0.3988392729144826,0.09090909090909091,16.692902218905342,0.7668805667851429,4.0,8.0,2321.0
PRAC7729,"Williams, Reeves and Bailey",Specialty,Q3,2023,861.0,50.64337181665065,3.9113760579051258,0.06195752606730498,0.7244286352817417,0.4087193460490463,26.366291207253234,0.9192310854413642,5.0,15.0,859.0
PRAC7363,"Cooley, Ryan and Johnson",Primary Care,Q2,2022,1455.0,37.79739827104954,4.236102984103956,0.21807884548036174,0.8901830638866509,0.1347305389221557,23.913443900375047,0.9166274486245282,2.0,6.0,1149.0
PRAC44924,"Mccullough, Gould and Ingram",Primary Care,Q3,2023,,28.202058693035834,3.7983932024368188,0.024777254060289283,0.7871535287378019,0.37641154328732745,14.668101733970145,0.8973360682850655,5.0,10.0,683.0
PRAC62562,Andersen-Gilbert,Specialty,Q3,2021,5023.0,30.84469826456899,4.437841866075606,0.43687645707823597,0.7814806582789736,0.07722007722007722,25.169675991191173,0.77170966710634,4.0,12.0,3869.0
PRAC62562,Andersen-Gilbert,Specialty,Q3,2022,,50.71729128754215,1.4824141285857269,0.09348965926296314,0.9119586922600372,0.14869888475836432,15.31775983531135,0.5543678845934524,4.0,16.0,
PRAC62562,Andersen-Gilbert,Specialty,Q1,2023,1330.0,41.58793467154827,1.7377004159392389,0.23469526781783062,,0.4295942720763723,21.872319071423927,0.6370797819743024,6.0,12.0,551.0
PRAC44924,"Mccullough, Gould and Ingram",Primary Care,Q1,2021,3441.0,27.23041891529813,,0.15713293308574824,0.8701867532766004,0.026501766784452298,21.146047346135145,0.9336701620288965,1.0,3.0,2785.0
PRAC78120,Smith PLC,Primary Care,Q2,2021,3093.0,41.95047830946413,2.0153079755318517,0.4244067974693226,0.928802130829585,0.1316270566727605,24.57319636410923,0.8952542547797642,4.0,12.0,1770.0
PRAC90708,Curry-Cook,Specialty,Q4,2021,3320.0,34.286021368771465,3.6203434909649905,0.19953168276533942,0.6951831631342333,0.10294538175579068,13.362299462519008,0.894076968009771,3.0,12.0,3064.0
PRAC7729,"Williams, Reeves and Bailey",Specialty,Q2,2023,2577.0,44.05018237155804,2.725810577536145,0.24804583519580833,0.8319220370912871,0.2925639983746445,22.49097243749914,0.8570237107668935,6.0,24.0,1502.0
PRAC7363,"Cooley, Ryan and Johnson",Primary Care,Q2,2023,939.0,47.13122277901955,2.763376198970376,0.18745205356094977,,0.18168054504163514,15.969967873825535,0.6893718169043888,2.0,8.0,1033.0
PRAC75574,"Snyder, Peters and Carter",Primary Care,Q1,2022,2859.0,40.47275805660141,3.2471342784790873,0.2951772971942741,0.3852707672190483,0.2328589909443726,24.460253171120286,0.5,,18.0,1625.0
PRAC44924,"Mccullough, Gould and Ingram",Primary Care,Q4,2023,2311.0,53.792187337859275,1.980680453380167,0.10416489113669654,0.878758790304734,0.19636363636363635,25.997659707976226,0.8266116154683578,3.0,9.0,1128.0
PRAC7729,"Williams, Reeves and Bailey",Specialty,Q2,2021,1001.0,49.65127280644647,2.838933204219575,0.1319042317895768,0.8248524727329873,0.11707317073170732,16.94477747001381,0.6987760138062362,2.0,4.0,816.0
PRAC7363,"Cooley, Ryan and Johnson",Primary Care,Q3,2021,5542.0,24.751914299464122,3.1684027150176837,0.22625798549394846,0.7433936254395129,0.1704891414653948,17.876898481784607,0.8838683787166095,7.0,28.0,3588.0
PRAC79373,"Randolph, Lee and Howell",Primary Care,Q3,2022,3688.0,32.82568752374564,3.184318050552867,,0.7991223701622686,0.19225634178905207,19.208782628352655,0.9569563931976965,6.0,24.0,3360.0
PRAC19427,Dyer LLC,Primary Care,Q3,2021,3700.0,22.821228218378657,2.5807857465330915,0.18989536288513456,0.7506243574362024,0.0757002271006813,24.008119718721197,0.6321571285110615,5.0,10.0,3392.0
PRAC91279,"Khan, Hernandez and Horn",Hospital,Q4,2022,4622.0,34.31010231052208,3.6899802639440638,0.09890347827489726,0.832799131004106,0.06923076923076923,29.01368685268492,0.9006929854106334,3.0,9.0,
PRAC62562,Andersen-Gilbert,Specialty,Q2,2022,2306.0,33.786794317334206,2.6579250372099437,0.33110572523742055,0.9096864800192788,0.08782629909734083,21.44520265939369,,6.0,12.0,3437.0
PRAC33171,Navarro-Ramos,Primary Care,Q2,2022,1135.0,,3.110006021381524,0.16690087775193596,,0.2498265093684941,18.255210577188873,0.7584411178804925,4.0,12.0,1037.0
PRAC19427,Dyer LLC,Primary Care,Q2,2022,3333.0,40.74703227656642,1.936179476109332,0.08399955359061519,0.8542218196549152,0.055096418732782364,18.09327861425171,0.9631556866677311,3.0,6.0,2036.0
PRAC70694,Riley-Williams,Specialty,Q1,2023,1021.0,46.92081629819225,3.1865460855824796,0.06598278254466114,0.7911379086660195,0.6307490144546649,21.06321982005803,0.7392226876242496,8.0,16.0,616.0
PRAC44924,"Mccullough, Gould and Ingram",Primary Care,Q1,2023,3310.0,47.45004621781417,3.4659209382707847,0.24239579019469315,0.6110495900874017,0.2335928809788654,10.870483229281247,0.9399098305761515,7.0,28.0,2494.0
PRAC7729,"Williams, Reeves and Bailey",Specialty,Q4,2023,817.0,45.7671239188941,2.7400566449058954,0.11879795887355517,0.3170521542802397,0.6759656652360515,24.36644236203422,0.8042803566116885,7.0,21.0,775.0
PRAC7363,"Cooley, Ryan and Johnson",Primary Care,Q1,2022,6285.0,44.16704832249324,2.0429634224817828,0.06059149236219843,0.6974942107405391,0.12978986402966627,15.860669192935799,,7.0,14.0,2228.0
PRAC62562,Andersen-Gilbert,Specialty,Q3,2023,4551.0,20.30157882868265,3.4151293361767494,0.38297264850915624,0.8112232425302343,0.08365867261572783,6.934393997695896,0.8983405810209081,5.0,10.0,2782.0
PRAC7363,"Cooley, Ryan and Johnson",Primary Care,Q2,2021,2686.0,43.57158220605885,2.100701827667858,0.15905088069646883,0.7280284661828383,0.12316113581936367,15.496548724800705,0.7176227636288688,4.0,12.0,2095.0
PRAC70694,Riley-Williams,Specialty,Q4,2022,1198.0,49.19347555419493,3.5295101525826733,0.10269835476145121,0.4551921985567645,0.621301775147929,21.154990869943394,0.8706878666755866,7.0,,952.0
PRAC7729,"Williams, Reeves and Bailey",Specialty,Q1,2022,1248.0,38.396965693376266,4.101922064325833,0.10977325147272182,0.7250692364363848,0.3882657463330457,18.89575762690585,0.6837597189136166,5.0,,
PRAC7363,"Cooley, Ryan and Johnson",Primary Care,Q1,2022,2915.0,21.716248921005157,2.7282106995417337,0.5,0.7058156264348762,0.09024064171122995,26.381405133479312,0.953425755008729,3.0,9.0,2271.0
PRAC44924,"Mccullough, Gould and Ingram",Primary Care,Q4,2023,1398.0,37.647356292338436,2.1464945301034604,0.3562780675518558,0.5692680773853149,0.27472527472527475,20.62902123206795,0.650453998653105,5.0,10.0,760.0
PRAC76884,Phillips Inc,Specialty,Q1,2021,1181.0,57.49305611373543,1.6518395973184323,0.35399042101302114,0.7556820755482627,0.3425309229305424,21.33327571069279,,3.0,12.0,798.0
PRAC75574,"Snyder, Peters and Carter",Primary Care,Q1,2021,1258.0,52.91604243659377,2.8392609407408758,0.2407137019935732,0.5632141287968949,0.26627218934911245,22.718700534846146,,3.0,9.0,
PRAC75574,"Snyder, Peters and Carter",Primary Care,Q4,2023,1435.0,27.759723690099,2.9298497429588055,0.12797536213446797,0.7493984954031692,,14.890540662956347,0.8007679541105297,8.0,32.0,1055.0
PRAC7729,"Williams, Reeves and Bailey",Specialty,Q3,2023,,35.70507134005686,,0.47648807676370347,0.778403775646109,0.03798670465337132,20.86988676241558,0.8915047221316322,2.0,4.0,2242.0
PRAC79821,"Hamilton, Cooper and Jones",Hospital,Q1,2022,1487.0,32.03854743140478,3.4309484984488403,,0.712151655068329,0.36199095022624433,17.74397404213483,0.9671631767249592,,16.0,1177.0
PRAC75574,"Snyder, Peters and Carter",Primary Care,Q2,2023,1592.0,31.39932103954336,3.210792940901247,0.07116120376516873,0.6486048649958563,0.3276699029126214,17.793779174725714,0.8444165277437958,6.0,18.0,1259.0
PRAC75574,"Snyder, Peters and Carter",Primary Care,Q2,2022,1303.0,41.73057559640027,3.0920438279989746,0.08828138990209079,0.7486321774259491,0.38730500268961804,14.118647702061198,0.8604739239716552,6.0,24.0,1317.0
PRAC91279,"Khan, Hernandez and Horn",Hospital,Q3,2023,2144.0,47.854206854193166,,0.05378918472575787,0.8357939609177697,0.0674409891345073,16.722092978726067,0.7488297731679534,3.0,6.0,1801.0
PRAC7363,"Cooley, Ryan and Johnson",Primary Care,Q1,2022,4166.0,45.45871796466001,3.3310954140395745,0.4487268137642569,0.8805029339888554,0.14218009478672985,23.67187182599742,0.8500658324361386,4.0,,2817.0
PRAC62562,Andersen-Gilbert,Specialty,Q3,2021,1331.0,42.717660082046976,3.0059023600855252,0.329892151957631,0.873395811758649,0.4414856341976173,15.518026640102278,0.7923537491782822,7.0,21.0,1157.0
PRAC62562,Andersen-Gilbert,Specialty,Q4,2021,2960.0,,,0.14154777412055725,0.6770205515346377,0.05132591958939264,23.347847669348443,0.9121287812706378,3.0,6.0,2864.0
PRAC44924,"Mccullough, Gould and Ingram",Primary Care,Q1,2021,2510.0,46.613383990717935,3.928314646625143,0.2621555362544112,0.4919857547710386,0.20540129326740203,18.588988289249613,0.8662635721519231,9.0,18.0,1616.0
PRAC44924,"Mccullough, Gould and Ingram",Primary Care,Q4,2022,2389.0,43.312976871601684,,0.1528348293020489,0.46441794576538536,0.057692307692307696,13.419485718583509,0.7008607846164228,2.0,4.0,1500.0
PRAC75574,"Snyder, Peters and Carter",Primary Care,Q3,2021,1835.0,48.07619073457111,3.3845262884346345,0.11973769864869727,0.8983777015914586,0.14534883720930233,25.311995148536788,,5.0,15.0,2315.0
PRAC75574,"Snyder, Peters and Carter",Primary Care,Q2,2021,3349.0,30.040008825705208,3.169743242365205,0.018024105371995964,0.8128447518596421,0.10968921389396709,16.262250048220196,0.6520029902299918,4.0,,3061.0
PRAC44924,"Mccullough, Gould and Ingram",Primary Care,Q3,2022,2991.0,38.204377517518715,2.1559966211442596,0.1717329885103837,0.9161281854382215,0.09002250562640661,21.027830361269334,0.7780215264985357,,8.0,2246.0
PRAC7729,"Williams, Reeves and Bailey",Specialty,Q3,2022,834.0,36.433069384070805,3.4838674511796324,0.2646918052618661,,0.8737864077669903,34.040206339519365,0.8657906411318379,6.0,24.0,546.0
PRAC44924,"Mccullough, Gould and Ingram",Primary Care,Q2,2023,,51.716968311867404,3.716830776064247,0.03622982077197465,0.6994873638870719,0.13196480938416422,7.830103179825516,0.8404159299815744,3.0,12.0,1947.0
PRAC76884,Phillips Inc,Specialty,Q4,2021,2591.0,18.844413956486132,2.5609002438738373,0.020181572337009873,0.38178784196354526,0.050933786078098474,24.84273059697786,0.707287679619401,2.0,4.0,2091.0
PRAC78120,Smith PLC,Primary Care,Q1,2023,2848.0,34.05053666519246,3.6695826993980387,0.1246729329499371,0.7839935099098742,0.07947019867549668,24.596517757648908,0.8124310263040443,4.0,8.0,2544.0
PRAC76884,Phillips Inc,Specialty,Q2,2022,2996.0,58.66518938272148,2.663595473476486,0.22382327384520426,0.5812261429890766,0.1718650541056652,23.779122831448024,0.8887077797693423,6.0,18.0,2237.0
PRAC91279,"Khan, Hernandez and Horn",Hospital,Q1,2021,6782.0,,2.7120327572119027,0.07222000105313056,0.5343868520899103,0.09580583351075155,21.3234231419485,0.8650592302930847,5.0,15.0,4224.0
PRAC70694,Riley-Williams,Specialty,Q1,2022,1499.0,39.715602340229566,2.6368674569945996,0.10735846756366545,0.6649733258161629,0.5811138014527845,18.467661275858028,0.969103576965031,4.0,16.0,550.0
PRAC70694,Riley-Williams,Specialty,Q2,2021,3622.0,57.77146432721983,,0.05283895201835523,0.4285178408939888,0.05353955978584176,15.947810184348866,0.6506214914789288,2.0,6.0,2647.0
PRAC91279,"Khan, Hernandez and Horn",Hospital,Q3,2021,,35.83253119387128,2.0920267418301486,0.17247659926824002,0.6884883329589561,0.47703180212014135,24.695560463622954,0.9097380537767387,,,442.0
PRAC7363,"Cooley, Ryan and Johnson",Primary Care,Q2,2021,2628.0,51.54328520204997,3.3672861030601133,0.23038608738481808,0.453332571245346,0.14755610205963726,24.88106101367252,0.7645887438649299,,,2400.0
PRAC44924,"Mccullough, Gould and Ingram",Primary Care,Q3,2023,3271.0,40.99442990210063,2.883153089332349,0.24902733007994435,0.5770598879924679,0.25792584631918325,14.55238304082375,,8.0,32.0,2962.0
PRAC78120,Smith PLC,Primary Care,Q1,2022,2724.0,34.808041037230495,4.53277969858357,0.04894678376965112,0.8522771582792428,,15.489266465884956,0.8498636228038435,7.0,21.0,2335.0
PRAC19427,Dyer LLC,Primary Care,Q1,2022,1877.0,44.713017688987556,2.8513728087826244,0.29567420481370726,0.6461781767397428,0.33792240300375465,20.142165947763043,0.8855159561886943,9.0,27.0,1845.0
PRAC78120,Smith PLC,Primary Care,Q4,2022,3112.0,31.431132187565105,3.30423077188218,0.2919220510740407,0.8091971084694242,,24.419535178537316,0.7962082563297279,5.0,20.0,1480.0
PRAC75574,"Snyder, Peters and Carter",Primary Care,Q2,2023,5519.0,41.16957138255804,3.5426478172384064,0.10259637627827714,0.6321805911805838,0.09890109890109891,14.587256650369971,0.6035025223722545,5.0,15.0,3793.0
PRAC91279,"Khan, Hernandez and Horn",Hospital,Q1,2022,393.0,28.171445835122825,3.016873875747489,,0.5296066882441453,1.2138728323699421,12.774433685569306,0.6278506294048866,7.0,21.0,412.0
PRAC37386,Weaver-Taylor,Primary Care,Q2,2021,1495.0,59.44672179513748,2.622593290051694,0.07738573089205623,0.9324693759774179,0.04538577912254161,22.67711091896471,0.5872116100841183,1.0,3.0,1747.0
PRAC93975,Simpson Group,Primary Care,Q1,2022,2584.0,41.296794726449576,3.093621758700144,0.03095057703663489,0.95,0.4575786463298379,14.803343356138464,0.5209069922205385,8.0,32.0,1741.0
PRAC19427,Dyer LLC,Primary Care,Q2,2021,1742.0,35.81724261217848,3.1332176887481946,0.2621379995956259,0.7550356668358842,0.1799640071985603,22.02904633947386,,5.0,,
PRAC78120,Smith PLC,Primary Care,Q1,2023,3545.0,47.13138015267833,3.3533819184695783,0.2797641289990376,0.7579727625411699,0.12181916621548457,21.923561415821112,0.8692490666591146,5.0,15.0,3128.0
PRAC78120,Smith PLC,Primary Care,Q4,2022,4762.0,50.65836703002288,3.110340248910247,0.08311398485016479,0.8156694411815593,0.13215859030837004,19.231467728933552,0.8082234658941186,7.0,21.0,3187.0
PRAC7363,"Cooley, Ryan and Johnson",Primary Care,Q2,2021,3434.0,42.19598651296322,2.214827904312437,0.11151107268665024,0.8004393051308925,0.036341611144760755,17.617508255798793,0.9262569567054059,2.0,,4423.0
PRAC38934,"Banks, Chapman and Johnson",Specialty,Q4,2023,5906.0,41.5595087860689,3.285810700989227,0.1138810502523726,0.6654640728023871,0.04425866732235063,28.740670748509892,0.525198582583759,2.0,6.0,3485.0
PRAC70694,Riley-Williams,Specialty,Q2,2022,710.0,36.13079053583913,2.6047498039449573,0.0716874673217889,0.902358231648613,0.09384775808133473,20.00759658904008,0.9130772867855956,1.0,3.0,821.0
PRAC52907,Thomas-Steele,Urgent Care,Q4,2021,4485.0,37.40086392247519,3.37354722848193,0.10217955423747219,0.8377004858754551,,16.71880254672476,0.9056828897422934,7.0,14.0,3185.0
PRAC62562,Andersen-Gilbert,Specialty,Q4,2022,2891.0,,3.829538702650669,0.1368415486445607,0.5800956476531717,0.18964836033188465,15.316000825904897,0.7711601187205727,4.0,16.0,1800.0
PRAC91279,"Khan, Hernandez and Horn",Hospital,Q1,2022,6577.0,43.37873382446186,1.9627065218370516,0.1673430347000662,0.8757484035380322,0.10267379679144384,22.301239777677168,0.5463948174561389,4.0,16.0,3317.0
PRAC70694,Riley-Williams,Specialty,Q2,2021,1666.0,39.345415847284436,3.101236792260908,0.156654000286943,0.8360707208172458,0.042472864558754125,13.851250967527989,0.9714218348025642,1.0,3.0,1521.0
PRAC78120,Smith PLC,Primary Care,Q1,2022,2857.0,53.7052415365927,1.994790803649566,0.033824366972940556,0.7563168480853962,0.16943834326953247,15.48154745511488,0.8999488733368093,6.0,18.0,2330.0
PRAC75574,"Snyder, Peters and Carter",Primary Care,Q1,2022,1439.0,36.1044569960403,2.4025337311290778,0.1875757256561855,0.7109751276835481,0.6417112299465241,18.16522941901323,0.8828625460282205,7.0,28.0,1033.0
PRAC76884,Phillips Inc,Specialty,Q1,2023,5783.0,38.434299838833184,1.8883718712129607,0.21135193340390804,0.5194041562519346,0.06453154875717017,15.250565151150788,0.9595369999406904,3.0,9.0,2639.0
PRAC26103,"Harris, Russell and Sherman",Primary Care,Q2,2023,2252.0,60.24691291447235,1.690375925504771,0.18874691048043754,0.9062620944726429,0.18664454583160517,25.77973569091431,0.9268093700082257,5.0,15.0,2157.0
