,id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,infinite_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.tvl,quote.USD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,timestamp
10,32196,Hyperliquid,HYPE,hyperliquid,117,2024-07-15T10:14:50.000Z,"['decentralized-exchange-dex-token', 'defi', 'derivatives', 'layer-1', 'hyperliquid-ecosystem', 'binance-ecosystem', 'binance-listing']",1000000000.0,333928180.0,999993930.0,False,,11,333931719.0,14594486808.069845,,2025-07-18T19:13:00.000Z,43.705003081991876,622449323.4317782,28.556,-1.67666277,-6.34224425,-5.98735927,13.6388879,67.48648797,144.23082898,14594332136.063938,0.3806,43705003081.99,,2025-07-18T19:13:00.000Z,32196.0,Hyperliquid,HYPE,hyperliquid,0x0d01dc56dcaaca66ad901c959b4011ec,2025-07-18 15:13:38.497193
11,512,Stellar,XLM,stellar,727,2014-08-05T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'decentralized-exchange-dex-token', 'defi', 'smart-contracts', 'hashkey-capital-portfolio', 'real-world-assets-protocols', '2017-2018-alt-season', 'made-in-america', 'binance-ecosystem', 'binance-listing']",50001806812.0,31098532762.12373,50001786892.81784,False,,12,31435407083.0,14623960606.46644,,2025-07-18T19:13:00.000Z,0.465206655916823,2049990790.8767154,23.555,-1.18044515,-2.72909936,24.61460175,87.2188701,63.54402391,88.17075881,14467244430.18734,0.3773,23261173336.81,,2025-07-18T19:13:00.000Z,,,,,,2025-07-18 15:13:38.497193
12,20947,Sui,SUI,sui,713,2022-07-12T08:03:11.000Z,"['binance-launchpool', 'coinbase-ventures-portfolio', 'binance-labs-portfolio', 'electric-capital-portfolio', 'a16z-portfolio', 'sui-ecosystem', 'layer-1', 'move-vm', 'cmc-crypto-yearbook-2024-2025', 'made-in-america', 'world-liberty-financial-portfolio', 'binance-ecosystem', 'binance-listing']",10000000000.0,3455015252.817221,10000000000.0,False,,13,3455015252.82,13130047225.251612,,2025-07-18T19:13:00.000Z,3.8002863271109453,3272692276.6323094,68.5071,-1.77892825,-5.97657361,9.56054053,36.80794495,1.242098,75.84648339,13130047225.24105,0.3424,38002863271.11,,2025-07-18T19:13:00.000Z,,,,,,2025-07-18 15:13:38.497193
13,1975,Chainlink,LINK,chainlink,2045,2017-09-20T00:00:00.000Z,"['platform', 'defi', 'oracles', 'smart-contracts', 'ethereum-ecosystem', 'polkadot', 'heco-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'terra-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosystem', 'cross-chain', 'cardano', 'injective-ecosystem', 'bnb-chain-ecosystem', 'optimism-ecosystem', 'real-world-assets-protocols', 'gnosis-chain-ecosystem', 'sora-ecosystem', 'hoo-smart-chain-ecosystem', 'milkomeda-ecosystem', 'energi-ecosystem', 'made-in-america', 'world-liberty-financial-portfolio', 'binance-ecosystem', 'binance-listing']",,678099970.4527867,1000000000.0,False,,14,,,,2025-07-18T19:13:00.000Z,17.712759928098073,1557156108.2931316,94.4017,-1.39779275,2.68574036,12.94290438,38.45680953,13.5816059,36.42867538,12011021983.880608,0.3132,17712759928.1,,2025-07-18T19:13:00.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2025-07-18 15:13:38.497193
14,4642,Hedera,HBAR,hedera,357,2019-09-17T00:00:00.000Z,"['dag', 'marketplace', 'enterprise-solutions', 'payments', 'dcg-portfolio', 'hedera-hashgraph-ecosystem', 'real-world-assets-protocols', 'layer-1', 'made-in-america', 'binance-ecosystem', 'binance-listing']",50000000000.0,42392670019.27189,50000000000.0,False,,15,,,,2025-07-18T19:13:00.000Z,0.26597592354111566,1603050152.9225273,56.7728,-0.61074711,4.39595973,32.91329993,83.68570718,39.40422683,59.79186043,11275429559.749605,0.294,13298796177.06,,2025-07-18T19:13:00.000Z,,,,,,2025-07-18 15:13:38.497193
15,1,Bitcoin,BTC,bitcoin,12261,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'layer-1', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing']",21000000.0,19894109.0,19894109.0,False,,1,,,,2025-07-18T19:13:00.000Z,117420.62372165479,81458409877.85097,18.807,-0.00122961,-2.06199193,-0.25884047,12.61184289,11.93849092,37.87575501,2335978687166.586,60.92,2465833098154.75,,2025-07-18T19:13:00.000Z,,,,,,2025-07-18 15:13:38.613756
16,1027,Ethereum,ETH,ethereum,10401,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'ethereum-pow-ecosystem', 'layer-1', 'ftx-bankruptcy-estate', 'sora-ecosystem', 'rsk-rbtc-ecosystem', 'world-liberty-financial-portfolio', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing']",,120712631.236103,120712631.236103,True,,2,,,,2025-07-18T19:13:00.000Z,3551.7514806304634,61154165243.82813,33.2848,-0.96728611,3.20379969,18.604334,41.95095767,42.4480638,119.60482114,428741266723.6279,11.1776,428741266723.63,,2025-07-18T19:13:00.000Z,,,,,,2025-07-18 15:13:38.613756
17,52,XRP,XRP,xrp,1653,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'xrp-ecosystem', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'klaytn-ecosystem', 'made-in-america', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing']",100000000000.0,59182189917.0,99985925712.0,False,,3,,,,2025-07-18T19:13:00.000Z,3.417484877474286,22374885473.631527,46.7345,-0.4730939,1.7453404,21.62078372,59.55769702,44.0301356,63.63221831,202254239057.15866,5.2746,341748487747.43,,2025-07-18T19:13:00.000Z,,,,,,2025-07-18 15:13:38.613756
18,825,Tether USDt,USDT,tether,137548,2015-02-25T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'usd-stablecoin', 'ethereum-pow-ecosystem', 'fiat-stablecoin', 'tron20-ecosystem', 'rsk-rbtc-ecosystem', 'world-liberty-financial-portfolio', 'binance-ecosystem', 'binance-listing', 'peaq-ecosystem', 'apertum-ecosystem']",,160819014810.71643,164817298722.08054,True,,4,,,,2025-07-18T19:12:00.000Z,1.0006470138752657,178057725887.59534,26.0073,0.01937086,0.01103742,0.07530305,0.00688686,0.05975759,0.07702277,160923066944.7055,4.1967,164923937801.24,,2025-07-18T19:12:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2025-07-18 15:13:38.613756
19,1839,BNB,BNB,bnb,2627,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain-ecosystem', 'layer-1', 'alleged-sec-securities', 'celsius-bankruptcy-estate', 'binance-ecosystem', 'binance-listing']",,139289043.87,139289043.87,False,,5,,,,2025-07-18T19:13:00.000Z,732.1480376557745,3333258706.4506583,14.2895,-1.04139052,1.64799694,5.49741458,14.48333822,13.17564615,23.92069411,101980200136.36958,2.6595,101980200136.37,,2025-07-18T19:13:00.000Z,,,,,,2025-07-18 15:13:38.613756
20,5426,Solana,SOL,solana,954,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'alleged-sec-securities', 'cmc-crypto-awards-2024', 'made-in-america', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing']",,537802685.2224284,605462976.6820499,True,,6,525236893.3,92942265488.75218,,2025-07-18T19:13:00.000Z,176.95304095035507,8880909378.720402,13.2465,-0.58479363,1.03451274,8.04007915,22.49800545,7.19072913,27.71238979,95165820581.3753,2.4818,107138514906.74,,2025-07-18T19:13:00.000Z,,,,,,2025-07-18 15:13:38.613756
21,3408,USDC,USDC,usd-coin,29593,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'usd-stablecoin', 'ethereum-pow-ecosystem', 'fiat-stablecoin', 'tron20-ecosystem', 'made-in-america', 'world-liberty-financial-portfolio', 'binance-ecosystem', 'binance-listing']",,64598832311.09972,64598832311.09972,False,,7,60901219650.23,60891289365.15758,,2025-07-18T19:13:00.000Z,0.9998369443973462,28718422764.408634,46.456,-0.00970545,-0.00550681,0.0001513,-0.01479631,-0.00443617,-0.0070277,64588299109.5665,1.6844,64588299109.57,,2025-07-18T19:13:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2025-07-18 15:13:38.613756
22,74,Dogecoin,DOGE,dogecoin,1258,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'osmosis-ecosystem', 'ftx-bankruptcy-estate', 'animal-memes', 'made-in-america', 'binance-ecosystem', 'binance-listing']",,150150176383.70523,150150176383.70523,True,,8,,,,2025-07-18T19:13:00.000Z,0.23264481328831282,6910425039.083572,91.4463,-1.84540122,8.2762603,10.72123002,39.39359077,4.43236302,47.82445487,34931659749.99434,0.911,34931659749.99,,2025-07-18T19:13:00.000Z,,,,,,2025-07-18 15:13:38.613756
23,1958,TRON,TRX,tron,1202,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'alleged-sec-securities', '2017-2018-alt-season', 'tron20-ecosystem', 'world-liberty-financial-portfolio', 'binance-ecosystem', 'binance-listing']",,94744462879.10226,94744466986.67575,True,,9,71659659264.0,23243971204.283596,,2025-07-18T19:13:00.000Z,0.32436619770477726,2286516512.71639,55.0807,-0.57175987,2.0972359,7.30446611,19.50737778,22.55506085,33.98805962,30731901177.675816,0.8012,30731902510.03,,2025-07-18T19:13:00.000Z,,,,,,2025-07-18 15:13:38.613756
24,2010,Cardano,ADA,cardano,1551,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'alleged-sec-securities', '2017-2018-alt-season', 'made-in-america', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing']",45000000000.0,35395351625.88492,44994779503.81775,False,,10,,,,2025-07-18T19:13:00.000Z,0.8142973388020461,3343980974.4590077,38.4114,-1.47623569,0.07071492,10.65999375,37.35011608,10.66880512,29.92408483,28822340634.920765,0.7517,36643380246.09,,2025-07-18T19:13:00.000Z,,,,,,2025-07-18 15:13:38.613756
25,32196,Hyperliquid,HYPE,hyperliquid,117,2024-07-15T10:14:50.000Z,"['decentralized-exchange-dex-token', 'defi', 'derivatives', 'layer-1', 'hyperliquid-ecosystem', 'binance-ecosystem', 'binance-listing']",1000000000.0,333928180.0,999993930.0,False,,11,333931719.0,14594486808.069845,,2025-07-18T19:13:00.000Z,43.705003081991876,622449323.4317782,28.556,-1.67666277,-6.34224425,-5.98735927,13.6388879,67.48648797,144.23082898,14594332136.063938,0.3806,43705003081.99,,2025-07-18T19:13:00.000Z,32196.0,Hyperliquid,HYPE,hyperliquid,0x0d01dc56dcaaca66ad901c959b4011ec,2025-07-18 15:13:38.613756
26,512,Stellar,XLM,stellar,727,2014-08-05T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'decentralized-exchange-dex-token', 'defi', 'smart-contracts', 'hashkey-capital-portfolio', 'real-world-assets-protocols', '2017-2018-alt-season', 'made-in-america', 'binance-ecosystem', 'binance-listing']",50001806812.0,31098532762.12373,50001786892.81784,False,,12,31435407083.0,14623960606.46644,,2025-07-18T19:13:00.000Z,0.465206655916823,2049990790.8767154,23.555,-1.18044515,-2.72909936,24.61460175,87.2188701,63.54402391,88.17075881,14467244430.18734,0.3773,23261173336.81,,2025-07-18T19:13:00.000Z,,,,,,2025-07-18 15:13:38.613756
27,20947,Sui,SUI,sui,713,2022-07-12T08:03:11.000Z,"['binance-launchpool', 'coinbase-ventures-portfolio', 'binance-labs-portfolio', 'electric-capital-portfolio', 'a16z-portfolio', 'sui-ecosystem', 'layer-1', 'move-vm', 'cmc-crypto-yearbook-2024-2025', 'made-in-america', 'world-liberty-financial-portfolio', 'binance-ecosystem', 'binance-listing']",10000000000.0,3455015252.817221,10000000000.0,False,,13,3455015252.82,13130047225.251612,,2025-07-18T19:13:00.000Z,3.8002863271109453,3272692276.6323094,68.5071,-1.77892825,-5.97657361,9.56054053,36.80794495,1.242098,75.84648339,13130047225.24105,0.3424,38002863271.11,,2025-07-18T19:13:00.000Z,,,,,,2025-07-18 15:13:38.613756
28,1975,Chainlink,LINK,chainlink,2045,2017-09-20T00:00:00.000Z,"['platform', 'defi', 'oracles', 'smart-contracts', 'ethereum-ecosystem', 'polkadot', 'heco-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'terra-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosystem', 'cross-chain', 'cardano', 'injective-ecosystem', 'bnb-chain-ecosystem', 'optimism-ecosystem', 'real-world-assets-protocols', 'gnosis-chain-ecosystem', 'sora-ecosystem', 'hoo-smart-chain-ecosystem', 'milkomeda-ecosystem', 'energi-ecosystem', 'made-in-america', 'world-liberty-financial-portfolio', 'binance-ecosystem', 'binance-listing']",,678099970.4527867,1000000000.0,False,,14,,,,2025-07-18T19:13:00.000Z,17.712759928098073,1557156108.2931316,94.4017,-1.39779275,2.68574036,12.94290438,38.45680953,13.5816059,36.42867538,12011021983.880608,0.3132,17712759928.1,,2025-07-18T19:13:00.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2025-07-18 15:13:38.613756
29,4642,Hedera,HBAR,hedera,357,2019-09-17T00:00:00.000Z,"['dag', 'marketplace', 'enterprise-solutions', 'payments', 'dcg-portfolio', 'hedera-hashgraph-ecosystem', 'real-world-assets-protocols', 'layer-1', 'made-in-america', 'binance-ecosystem', 'binance-listing']",50000000000.0,42392670019.27189,50000000000.0,False,,15,,,,2025-07-18T19:13:00.000Z,0.26597592354111566,1603050152.9225273,56.7728,-0.61074711,4.39595973,32.91329993,83.68570718,39.40422683,59.79186043,11275429559.749605,0.294,13298796177.06,,2025-07-18T19:13:00.000Z,,,,,,2025-07-18 15:13:38.613756
0,1,Bitcoin,BTC,bitcoin,12261,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'layer-1', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing']",21000000.0,19894109.0,19894109.0,False,,1,,,,2025-07-18T19:13:00.000Z,117420.62372165479,81458409877.85097,18.807,-0.00122961,-2.06199193,-0.25884047,12.61184289,11.93849092,37.87575501,2335978687166.586,60.92,2465833098154.75,,2025-07-18T19:13:00.000Z,,,,,,2025-07-18 15:13:38.497193
